"","D","M","A"
"1",1.65420529625679,0.0226440603666971,-0.606289505135423
"2",1.54436430712952,1.54980161998118,-0.686699253827125
"3",0.610715899547661,0.0489743631186713,-0.204240761676919
"4",2.0935692527659,1.65512283098907,-1.41038699205243
"5",-0.927057948234219,-0.266989269905014,0.599856725240091
"6",1.05007985605677,0.891544051181833,-0.284650510368621
"7",-1.64102437756152,-0.79359532494449,1.2431347147737
"8",-0.432773497161472,0.786222840173938,0.43903722785669
"9",-1.86070635581607,-0.635613508432648,2.93173943729942
"10",-0.652455475416026,-0.819925627696464,0.278217730473285
"11",0.99515936149313,0.5229198126542,-0.123831012985219
"12",-0.762296464543303,1.26016828970947,0.68026647393179
"13",-1.09181943192513,1.49714101447723,-2.29489422766114
"14",-0.927057948234219,-0.582952902928701,0.760676222623492
"15",0.720556888674938,-0.0826771506411978,-0.284650510368621
"16",0.281192932165829,0.364937996142357,-0.525879756443724
"17",0.500874910420383,0.5229198126542,-0.847518751210527
"18",1.59928480169315,0.549250115406173,-1.00833824859393
"19",0.720556888674938,0.127965271374593,-0.123831012985219
"20",1.81896677994771,-1.74148622401555,0.278217730473285
"21",-0.48769399172511,-0.477631691920805,1.0019054686986
"22",-1.0368989373615,-1.13588926072015,1.96682245299901
"23",-0.268012013470557,-0.951577141456334,0.278217730473285
"24",-1.25658091561605,-1.26754077448002,0.197807981781586
"25",0.775477383238576,-0.214328664401067,-0.204240761676919
"26",-0.103250529779641,-0.398640783664883,-0.36506025906032
"27",-0.322932508034195,-0.424971086416857,-0.284650510368621
"28",-0.48769399172511,-0.135337756145145,-0.525879756443724
"29",0.22627243760219,-0.898916535952386,0.599856725240091
"30",-1.97054734494335,-1.39919228823989,1.3235444634654
"31",0.281192932165829,0.0753046658706445,-0.204240761676919
"32",-1.69594487212516,-0.872586233200412,1.8864127043073
"33",0.116431448474914,0.0753046658706445,-0.284650510368621
"34",-0.927057948234219,1.73411373924499,-0.606289505135423
"35",-0.103250529779641,-0.846255930448439,0.197807981781586
"36",1.70912579082043,0.970534959437754,-1.32997724336073
"37",0.391033921293106,-0.319649875408963,-0.0434212642935173
"38",-1.09181943192513,-1.21488016897607,0.841085971315194
"39",-0.158171024343279,-1.34653168273594,1.7255932069239
"40",-0.872137453670581,-0.530292297424752,0.278217730473285
"41",0.665636394111299,-0.00368624238527616,-0.36506025906032
"42",0.940238866929492,-0.187998361649094,-0.686699253827125
"43",0.171351943038552,0.364937996142357,-0.686699253827125
"44",0.281192932165829,2.49769251905224,-2.21448447896944
"45",-0.0483300352160025,-0.977907444208308,0.68026647393179
"46",-0.432773497161472,0.101634968622619,0.278217730473285
"47",0.171351943038552,0.338607693390383,-0.123831012985219
"48",0.665636394111299,0.549250115406173,-0.847518751210527
"49",-0.762296464543303,-0.767265022192517,0.197807981781586
"50",0.336113426729468,2.78732584932395,-1.49079674074413
